ADAUSDT,BCHUSDT,BNBUSDT,BTCUSDT,ETHUSDT,SOLUSDT,TRXUSDT,XRPUSDT
0.028125674091392175,0.03538584581670918,0.04355390504997294,0.0050431149160231085,0.025516089193205322,0.14362851451402525,-0.01423029161414588,0.0674247141887211
-0.045823142776635524,-0.13945082440961376,0.0684105551439816,0.08375970212291214,-0.039685587104857784,0.03868800197396378,-0.006518924925338694,0.2444870468728785
-0.008362856886892213,0.03172676148742886,-0.025695240864022768,0.027371358643744032,-0.011437362405023277,0.015976482248135453,-0.10247351639309155,0.18220633078260354
0.005420028221526522,0.014635198990953144,0.028723634443481482,-0.02753997042002259,0.03704358118097823,0.2387741533813741,-0.062346204369648994,0.2913203063956035
0.044196751608647784,-0.032751853490186326,-0.01165597317836938,0.01223822471207782,-0.03838927161954511,0.0344894951558594,-0.06845967654979805,0.1781303751320442
-0.001159166591613858,0.035017712875272,0.08305162641657642,-0.001301455477980833,0.01310787595502145,0.12182044784159005,-0.07486849302031737,0.09164767893435555
-0.0273531543443207,-0.03117584318185291,-0.032991285250134346,-0.01492034578555101,-0.06209890011015806,-0.03138477495701071,-0.1376839103180703,0.022566407352345982
-0.04774525656456575,-0.05462105951625922,-0.046558782188655896,-0.0797531699295077,-0.01153356993510245,0.02071622308113633,-0.14669654582053177,0.08561602220111077
-0.024678716913089253,-0.11462513526788352,-0.007139060055092771,-0.09934561632447342,0.013073926549111877,-0.11984875297958815,-0.16048477644260162,-0.02293852840993251
-0.011538395648625188,-0.16024483721860278,-0.036951378398970114,-0.09998532320146737,0.019126181223687668,0.015222066553155477,-0.1558345813342704,0.03719904471774117
0.014167828896357613,-0.14587657895037126,-0.011745803926620016,-0.07214441132937371,0.00033523653743483534,-0.07786288313022706,-0.18849841897522343,0.059508607626276855
0.018944790132195615,0.006019121662209541,0.00401593795077438,-0.06994228709090597,-0.029369357916586576,-0.018555425651526843,-0.165388844926325,0.1689408055025609
-0.03241401009947691,0.03196065906483573,0.06471880896070835,-0.05737861350798058,0.06075117852072774,0.07065411800042463,-0.1324478353902104,0.1610618404469367
-0.03661662074818725,-0.09979199654283324,-0.005245593763122198,-0.09787164166611212,0.03314933006161772,-0.018706797682644914,-0.17443121930415464,0.17322647594799284
-0.0062032514320131075,-0.04870760695495295,-0.02331416504399589,-0.10950561582816133,-0.0032529540602446783,0.01442220228926922,-0.2034843366735903,0.1920794569688521
0.0011344844682966851,-0.057071415458138534,0.003643410743316474,-0.18473839193884384,0.0692862884070399,0.03276521716471451,-0.245046250413872,-0.13363332140786596
0.029772358340816915,-0.09182494226163321,-0.10402532605589843,-0.2034180219147859,0.014495738560740956,-0.09137994328584892,-0.2719745370233135,-0.12369900103173098
0.043528891526735794,-0.1409274860963983,-0.17142779454235782,-0.2037872161540101,-0.03546464612225922,0.0925847863220785,-0.2854017024861533,-0.14126771742381344
0.01449212477000579,-0.1587601352903345,-0.09233838417769337,-0.16796459095096003,-0.005759343211462615,0.006006112604764778,-0.30198474694754335,-0.19685830578228186
-0.07272479942917735,-0.16210129760421232,-0.1528307912205626,-0.20032179057020547,-0.17739973238148055,-0.13388378294094047,-0.32426841449991256,-0.15903011833121491
-0.015300687511426997,-0.19459806357052728,-0.20192690766822932,-0.16334783115303167,-0.21005362330010308,0.11881038195001205,-0.3531409298962095,-0.14598931347987545
0.016130541810894922,-0.19478799744070974,-0.205034481009023,-0.13398351120534646,-0.2611841907419223,-0.006928035455694982,-0.36745989104958615,-0.20661470391901776
0.04787823423039789,-0.1681977047371716,-0.18530388725733105,-0.0909169512413121,-0.1965102184411168,0.022080801833651593,-0.3296187818924353,-0.10565709657171223
0.009593908122422123,-0.19993772430824672,-0.222939686709917,-0.16109540681826645,-0.19098734448985058,-0.0072287986317239854,-0.30978262266099166,-0.11926983543929012
-0.001670802065160523,-0.21363658093391583,-0.25927927788151234,-0.19009477076510642,-0.2420345285593518,-0.126095051044697,-0.3440459243194273,-0.15614641973768298
0.010845554360437168,-0.20341532828030243,-0.33304680556508276,-0.19003944662559422,-0.21559570380607185,-0.09200468037509658,-0.33274957567227215,-0.16542676525771635
-0.07281466294655903,-0.15655365099930915,-0.298510774886771,-0.12099006354091486,-0.148954235324233,-0.061787049853925614,-0.3190348663250534,-0.12032906776476647
0.03932514425361337,-0.20104867478726654,-0.4032912886723368,-0.2230459721315547,-0.22701303894121921,-0.06618220429759282,-0.3302080416798137,-0.14967757256925318
-0.01094283376421241,-0.17659645934234564,-0.464769541670465,-0.15301598811922187,-0.1404388969324758,0.10843848213931631,-0.2916021215535185,-0.013228956237170113
0.04135523239771518,-0.059257208733571744,-0.37156544988957146,-0.10152220883891225,-0.12286942741106266,0.080871666504478,-0.2867394840103602,0.07700916084135098
0.02976937540404875,-0.15754190717034988,-0.3855504875922792,-0.15269597584309968,-0.15538425733324357,-0.019272246492127748,-0.23876125416357125,-0.05630320514448155
-0.027168735144296914,-0.05385759694324475,-0.367436317216709,-0.14006502515634964,-0.10656029028667656,0.03627426865244256,-0.23314325603931707,-0.014536193728083655
-0.019454283211927065,-0.10611298304446996,-0.3010587525664615,-0.06744401191964022,-0.028567746522390382,0.015082943412675492,-0.21335170208300225,0.01385228622393959
0.0041524997313571585,-0.04283087165778854,-0.26301030333724335,0.023257511899881834,0.0031309509518898187,-0.0005515412059965737,-0.21819427026443375,0.03152101263461073
-0.03082818413014213,-0.08698140149122698,-0.17098116343368452,0.0007181777611424623,-0.07269968607922098,0.04570159468064347,-0.16872728954661984,0.17620933830205746
